,p2_temp,p3_temp,p4_temp,p5_temp,p6_temp,p7_gnrg,p8_gamm,p9_gcdo,data_date
0,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:00
1,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:01
2,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:02
3,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:03
4,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:04
5,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:05
6,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:06
7,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:07
8,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:08
9,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:09
10,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:10
11,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:11
12,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:12
13,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:13
14,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:14
15,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:15
16,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:16
17,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:17
18,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:18
19,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:19
20,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:20
21,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:21
22,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:22
23,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:23
24,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:24
25,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:25
26,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:26
27,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:27
28,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:28
29,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:29
30,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:30
31,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:31
32,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:32
33,2.059559516586401,467.30534005146706,356.68030459368794,157.9539818712767,479.2947319107395,0.0,5703.864169654455,0.0,2021-06-10 08:00:33
